file,emotion
C:/proje/ser_proje\dataset\Happy\1984_mt_yazim.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_yigilmak.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_yigin.wav,Happy
C:/proje/ser_proje\dataset\Happy\1984_mt_zeytin.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_acik.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_algi.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_beste.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_bugu.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_cay.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_cekirge.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_cene.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_ceren.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_cilek.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_defne.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_demet.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_demir.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_deve.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_deyim.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_dil.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_dizge.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_dugun.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_eger.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_elmacik.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_eski.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_firildak.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_gezi.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_gicik.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_goz.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_gunes.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_gurbuz.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_hekim.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_igde.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_isirgan.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_japon.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kagit.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_karton.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kedi.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kemik.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kibir.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kiler.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kirgin.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_koku.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_konuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_koy.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kulac.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kusluk.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_kustah.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_lokma.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_lufer.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_melek.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_mujde.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_nasil.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_nicin.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_odenek.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_ogul.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_okul.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_olcut.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_ordek.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_orgu.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_pamuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_pas.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_pihti.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_rihtim.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_saf.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_sarap.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_sarj.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_satir.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_senlik.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_sepet.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_serin.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_sevgi.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_simit.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_soba.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_sucuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_tahta.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_tembel.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_tirtil.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_turev.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_unlu.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_utanc.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_vurgu.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_yanki.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_yazim.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_yigilmak.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_yigin.wav,Happy
C:/proje/ser_proje\dataset\Happy\6783_mt_zeytin.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_bugu.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_cene.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_cilek.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_demir.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_dizge.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_eski.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_gunes.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_hekim.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_kemik.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_kibir.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_kirgin.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_konuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_kulac.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_kusluk.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_kustah.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_lufer.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_melek.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_nasil.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_ogul.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_okul.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_pas.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_satir.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_sevgi.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_sucuk.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_tembel.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_turev.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_unlu.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_utanc.wav,Happy
C:/proje/ser_proje\dataset\Happy\7895_mt_yazim.wav,Happy
C:/proje/ser_proje\dataset\Sad\1157_hl_acik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_algi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_beste.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_bugu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_cay.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_cene.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_cilek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_defne.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_demet.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_deyim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_dil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_dizge.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_dugun.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_eger.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_elmacik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_eski.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_firildak.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_gezi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_gicik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_goz.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_gunes.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_gurbuz.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_hekim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_igde.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_isirgan.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_japon.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kagit.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_karton.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kedi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kemik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kibir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kiler.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kirgin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_koku.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_konuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_koy.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kulac.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kusluk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_kustah.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_lokma.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_lufer.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_melek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_mujde.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_nasil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_nicin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_odenek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_ogul.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_orgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_pamuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_pas.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_pihti.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_rihtim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_saf.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_sarj.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_satir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_sepet.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_serin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_sevgi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_simit.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_soba.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_sucuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_tahta.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_tembel.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_tirtil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_turev.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_unlu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_utanc.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_vurgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_yanki.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_yazim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_yigilmak.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_yigin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1157_hl_zeytin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_acik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_algi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_beste.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_bugu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_cay.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_cekirge.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_cene.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_ceren.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_cilek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_defne.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_demet.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_demir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_deve.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_deyim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_dil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_dizge.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_dugun.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_eger.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_elmacik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_eski.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_firildak.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_gezi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_gicik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_goz.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_gunes.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_gurbuz.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_hekim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_igde.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_isirgan.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_japon.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kagit.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_karton.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kedi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kemik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kibir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kiler.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kirgin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_koku.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_konuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_koy.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kulac.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kusluk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_kustah.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_lokma.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_lufer.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_melek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_mujde.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_nasil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_nicin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_odenek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_ogul.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_okul.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_olcut.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_ordek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_orgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_pamuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_pas.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_pihti.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_rihtim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_saf.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_sarap.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_sarj.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_satir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_senlik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_sepet.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_serin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_sevgi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_simit.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_soba.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_sucuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_tahta.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_tembel.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_tirtil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_turev.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_unlu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_utanc.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_vurgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_yanki.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_yazim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_yigilmak.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_yigin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1234_hl_zeytin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_acik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_algi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_beste.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_bugu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_cay.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_cekirge.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_cene.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_ceren.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_cilek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_defne.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_demet.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_demir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_deve.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_deyim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_dil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_dizge.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_dugun.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_eger.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_elmacik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_eski.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_firildak.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_gezi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_gicik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_goz.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_gunes.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_gurbuz.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_hekim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_igde.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_isirgan.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_japon.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kagit.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_karton.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kedi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kemik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kibir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kiler.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kirgin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_koku.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_konuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_koy.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kulac.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kusluk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_kustah.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_lokma.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_lufer.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_melek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_mujde.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_nasil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_nicin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_odenek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_ogul.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_okul.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_olcut.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_ordek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_orgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_pamuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_pas.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_pihti.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_rihtim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_saf.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_sarap.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_sarj.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_satir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_senlik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_sepet.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_serin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_sevgi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_simit.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_soba.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_sucuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_tahta.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_tembel.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_tirtil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_turev.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_unlu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_utanc.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_vurgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_yanki.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_yazim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_yigilmak.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_yigin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1358_hl_zeytin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_acik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_algi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_beste.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_bugu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_cay.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_cekirge.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_cene.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_ceren.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_cilek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_defne.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_demet.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_demir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_deve.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_deyim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_dil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_dizge.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_dugun.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_eger.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_elmacik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_eski.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_firildak.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_gezi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_gicik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_goz.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_gunes.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_gurbuz.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_hekim.wav,Sad
